director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,Drama,Philadelphia
Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,Mystery Sci-Fi Thriller,The Thirteenth Floor
Lance Rivera,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Comedy,The Cookout
Ronald Neame,Martin Landau,Karl Malden,Brian Keith,Action Drama Sci-Fi Thriller,Meteor
Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,Comedy Drama Music,Duets
Woody Allen,Woody Allen,Debra Messing,Treat Williams,Comedy Romance,Hollywood Ending
Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,Comedy Music,Detroit Rock City
Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,Action Adventure Fantasy,Highlander
Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert,Drama,Things We Lost in the Fire
Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,Action Crime Sci-Fi,Steel
James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,Drama Romance,The Immigrant
James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,Drama History Romance War,The White Countess
Danny Boyle,Rosario Dawson,Spencer Wilding,Tuppence Middleton,Crime Drama Mystery Thriller,Trance
Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold,Comedy,Soul Plane
Dany Boon,Dany Boon,Kad Merad,Michel Galabru,Comedy Romance,Welcome to the Sticks
Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Drama Romance War,Good
Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,Drama Fantasy,Enter the Void
Amy Heckerling,Taylor Negron,Justin Kirk,Ivan Sergei,Comedy Horror Romance,Vamps
Lasse Hallström,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,Drama Family,Hachi: A Dog's Tale
Jérôme Salle,Orlando Bloom,Tanya van Graan,Conrad Kemp,Crime Drama Thriller,Zulu
Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,Drama Western,The Homesman
Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,Comedy Drama Romance Sport,Juwanna Mann
unknown,Steven Van Zandt,Trond Fausa,Tommy Karlsen,Comedy Crime Drama,Lilyhammer            
Atom Egoyan,David Alpay,Marie-Josée Croze,Charles Aznavour,Drama War,Ararat
William Bindley,Bruce Dern,Jake Lloyd,William Shockley,Drama Sport,Madison
Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,Drama Mystery Thriller,Slow Burn
Gérard Krawczyk,Carole Bouquet,Ryôko Hirosue,Michel Muller,Action Comedy Crime Drama Thriller,Wasabi
James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,Comedy Horror Sci-Fi,Slither
Martin Brest,Judge Reinhold,Ronny Cox,James Russo,Action Comedy Crime,Beverly Hills Cop
Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,Comedy Family,Home Alone
Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg,Comedy Drama Family,3 Men and a Baby
Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr,Comedy Drama Romance,Tootsie
Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar,Action Drama Romance,Top Gun
Ang Lee,Chen Chang,Pei-Pei Cheng,Sihung Lung,Action Drama Romance,"Crouching Tiger, Hidden Dragon"
Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,Drama,American Beauty
Tom Hooper,Colin Firth,Jennifer Ehle,Derek Jacobi,Biography Drama History Romance,The King's Speech
Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,Comedy Crime,Twins
unknown,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,Crime Drama Horror Mystery Thriller,Scream: The TV Series            
Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,Drama Romance,The Yellow Handkerchief
Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,Drama,The Color Purple
JK Youn,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,Action Comedy Drama Thriller,Tidal Wave
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History,Ben-Hur
Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech,Biography Drama Thriller War,The Imitation Game
Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,Comedy War,Private Benjamin
Michael Apted,Sissy Spacek,Beverly D'Angelo,Levon Helm,Biography Drama Music Musical,Coal Miner's Daughter
Thor Freudenthal,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,Comedy Family,Diary of a Wimpy Kid
Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse,Fantasy Horror,Mama
John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,Horror Thriller,Halloween
Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,Adventure Comedy,National Lampoon's Vacation
Jeff Tremaine,Jackson Nicoll,Georgina Cates,Grasie Mercedes,Comedy,Bad Grandpa
Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings,Biography Drama,The Queen
Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,Comedy Fantasy,Beetlejuice
Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker,Comedy Drama,Why Did I Get Married?
Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,Drama Family Romance,Little Women
James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine,Drama Fantasy Horror Thriller,The Woman in Black
Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,Horror Thriller,When a Stranger Calls
Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,Adventure Comedy Family,Big Fat Liar
Michael Cimino,Robert De Niro,Meryl Streep,John Savage,Drama War,The Deer Hunter
Barry Levinson,Robert De Niro,Kirsten Dunst,John Michael Higgins,Comedy Drama,Wag the Dog
Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein,Adventure Comedy Family Music Romance,The Lizzie McGuire Movie
Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,Action Drama Thriller,Snitch
Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman,Comedy Fantasy Horror,Krampus
Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall,Horror Mystery Sci-Fi,The Faculty
Brian Gibson,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,Biography Drama Music,What's Love Got to Do with It
James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,Crime Drama Thriller,Cop Land
Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,Comedy,Not Another Teen Movie
David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,Crime Drama Thriller,End of Watch
Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,Comedy Drama Romance,Aloha
Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,Action Crime Drama Thriller,The Skulls
James Marsh,Eddie Redmayne,Emily Watson,Simon McBurney,Biography Drama Romance,The Theory of Everything
John Whitesell,Greg Grunberg,Regina Hall,Blair Underwood,Comedy Crime,Malibu's Most Wanted
Matt Williams,Natalie Portman,James Frain,Stockard Channing,Comedy Drama Romance,Where the Heart Is
David Lean,Claude Rains,José Ferrer,Jack Hawkins,Adventure Biography Drama History War,Lawrence of Arabia
Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder,Horror,Halloween II
Jean-Marc Vallée,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,Adventure Biography Drama,Wild
Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,Crime Horror Thriller,The Last House on the Left
Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,Comedy Romance,The Wedding Date
Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,Comedy Horror Thriller,Halloween: Resurrection
Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,Clash of the Titans
Rob Reiner,Robin Wright,Carol Kane,André the Giant,Adventure Family Fantasy Romance,The Princess Bride
Denzel Washington,Denzel Washington,Jurnee Smollett-Bell,John Heard,Biography Drama,The Great Debaters
Nicolas Winding Refn,Ryan Gosling,Albert Brooks,Russ Tamblyn,Crime Drama,Drive
Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,Comedy Family Music Romance,Confessions of a Teenage Drama Queen
Nicholas Hytner,Liam Aiken,Tim Daly,Kali Rocha,Comedy Drama Romance,The Object of My Affection
Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Catherine McCormack,Drama Horror Sci-Fi,28 Weeks Later
Thomas Carter,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,Drama Family Sport,When the Game Stands Tall
Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint,Comedy Drama Family,Because of Winn-Dixie
Gina Prince-Bythewood,Alfre Woodard,Sanaa Lathan,Omar Epps,Drama Romance Sport,Love & Basketball
George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan,Action Comedy Crime Romance Thriller,Grosse Pointe Blank
Phil Traill,Bradley Cooper,Katy Mixon,Beth Grant,Comedy Romance,All About Steve
Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,Adventure Fantasy Horror Mystery Thriller,Book of Shadows: Blair Witch 2
Andrew Fleming,Christine Taylor,Rachel True,Brenda Strong,Drama Fantasy Horror Thriller,The Craft
Woody Allen,Scarlett Johansson,Mark Gatiss,Penelope Wilton,Drama Romance Thriller,Match Point
Elizabeth Allen Rosenbaum,Sierra McCormick,Hutch Dano,Jason Spevack,Adventure Comedy Family Fantasy,Ramona and Beezus
James Ivory,Anthony Hopkins,Peter Vaughan,Ben Chaplin,Drama Romance,The Remains of the Day
Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley,Drama,Boogie Nights
Robert Harmon,Kieran Culkin,Rosanna Arquette,Joss Ackland,Action Crime Drama Romance Thriller,Nowhere to Run
Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,Adventure Drama Family,Flicka
Martin Weisz,Jeff Kober,Daniella Alonso,Jacob Vargas,Horror,The Hills Have Eyes II
John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett,Horror Mystery Thriller,Urban Legends: Final Cut
Jay Russell,William Hurt,Sissy Spacek,Jonathan Jackson,Drama Family Fantasy Romance,Tuck Everlasting
John Bonito,Kelly Carlson,Firass Dirani,Drew Powell,Action Drama Thriller,The Marine
Peter Atencio,Nia Long,Will Forte,Keegan-Michael Key,Action Comedy,Keanu
Shana Feste,Leighton Meester,Cinda McCain,Tim McGraw,Drama Music,Country Strong
David Nutter,Bruce Greenwood,Ethan Embry,Katharine Isabelle,Horror Mystery Sci-Fi Thriller,Disturbing Behavior
Derek Cianfrance,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,Crime Drama Thriller,The Place Beyond the Pines
Roger Donaldson,Luke Bracey,Akie Kotabe,Will Patton,Action Crime Thriller,The November Man
Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold,Drama Mystery Thriller,Eye of the Beholder
Kathryn Bigelow,Jeremy Renner,Christian Camargo,Brian Geraghty,Drama History Thriller War,The Hurt Locker
Mark L. Lester,Heather Locklear,George C. Scott,David Keith,Action Horror Sci-Fi Thriller,Firestarter
Andrew Dominik,Brad Pitt,Sam Shepard,Ben Mendelsohn,Crime Thriller,Killing Them Softly
Anton Corbijn,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,Crime Drama Thriller,A Most Wanted Man
Tom Green,Rip Torn,Harland Williams,Eddie Kaye Thomas,Comedy,Freddy Got Fingered
Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer,Adventure Animation Comedy Family,The Pirates Who Don't Do Anything: A VeggieTales Movie
Catherine Owens,Bono,The Edge,Larry Mullen Jr.,Documentary Music,U2 3D
Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland,Action Adventure Fantasy Sci-Fi,Highlander: Endgame
Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,Crime Drama Musical Romance,Idlewild
Lone Scherfig,Anne Hathaway,Jim Sturgess,Rafe Spall,Drama Romance,One Day
Drew Barrymore,Daniel Stern,Jimmy Fallon,Alia Shawkat,Drama Sport,Whip It
Brian Koppelman,Vin Diesel,Tom Noonan,Kevin Gage,Crime Drama Thriller,Knockaround Guys
James Foley,Louis Lombardi,Brian Van Holt,Leland Orser,Crime Thriller,Confidence
Albert Brooks,Jeff Bridges,Bradley Whitford,Albert Brooks,Comedy,The Muse
Irwin Winkler,Kevin McNally,Keith Allen,Sandra Nelson,Biography Drama Music Musical,De-Lovely
Woody Allen,Woody Allen,Larry David,Mia Farrow,Comedy Drama Romance,New York Stories
Steve Gomer,Trevor Morgan,Kyla Pratt,Shirley Douglas,Adventure Family,Barney's Great Adventure
RZA,Rick Yune,RZA,Daniel Wu,Action,The Man with the Iron Fists
Dean Parisot,Catherine O'Hara,Jake Busey,Shelley Duvall,Comedy Drama Romance,Home Fries
Mark Piznarski,Bruce Greenwood,Chris Klein,Elaine Hendrix,Drama Romance,Here on Earth
Terry Gilliam,Robert De Niro,Bob Hoskins,Jim Broadbent,Drama Sci-Fi,Brazil
Sean McNamara,Oliver James,Rebecca De Mornay,Jason Ritter,Family Music Romance,Raise Your Voice
unknown,David Ogden Stiers,Nicole de Boer,Chris Bruno,Drama Fantasy Mystery Sci-Fi,The Dead Zone            
Joel Coen,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,Comedy Crime,The Big Lebowski
Craig Brewer,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,Drama Music,Black Snake Moan
Ron Shelton,Khandi Alexander,Dash Mihok,Michael Michele,Crime Drama Romance Thriller,Dark Blue
Michael Winterbottom,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,Biography Drama History Thriller War,A Mighty Heart
David Raynr,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,Comedy Drama Romance,Whatever It Takes
Mort Nathan,Vivica A. Fox,Lin Shaye,Bob Gunton,Comedy,Boat Trip
Oliver Parker,Colin Firth,Tom Wilkinson,Rupert Everett,Comedy Drama Romance,The Importance of Being Earnest
Dan Curtis,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,Fantasy Romance,The Love Letter
Wil Shriner,Logan Lerman,Neil Flynn,Tim Blake Nelson,Adventure Comedy Family,Hoot
Martin McDonagh,Elizabeth Berrington,Anna Madeley,Eric Godon,Comedy Crime Drama,In Bruges
Tina Gordon Chism,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,Comedy Romance,Peeples
Peter Cattaneo,Emma Stone,Bradley Cooper,Josh Gad,Comedy Music,The Rocker
Vicky Jenson,J.K. Simmons,Zach Gilford,Bobby Coleman,Comedy Romance,Post Grad
Gus Van Sant,Matt Damon,Hal Holbrook,Terry Kinney,Drama,Promised Land
Woody Allen,Larry David,Michael McKean,Conleth Hill,Comedy Romance,Whatever Works
Mary Lambert,Matthew Settle,Susan Ward,A.J. Buckley,Drama Mystery Thriller,The In Crowd
Tommy Lee Jones,Levon Helm,Dwight Yoakam,Guillermo Arriaga,Adventure Crime Drama Mystery Western,Three Burials
Peter Kassovitz,Robin Williams,Mark Margolis,Michael Jeter,Drama War,Jakob the Liar
Shane Black,Robert Downey Jr.,Corbin Bernsen,Larry Miller,Comedy Crime Mystery,Kiss Kiss Bang Bang
Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,Comedy Fantasy Horror Thriller,Idle Hands
David Lynch,Naomi Watts,Robert Forster,Laura Harring,Drama Mystery Thriller,Mulholland Drive
Katja von Garnier,Olivier Martinez,Agnes Bruckner,Chris Geere,Drama Fantasy Horror Romance,Blood and Chocolate
Woody Allen,Anthony Hopkins,Naomi Watts,Ewen Bremner,Comedy Drama Romance,You Will Meet a Tall Dark Stranger
Mark Romanek,Andrew Garfield,Charlie Rowe,Charlotte Rampling,Drama Romance Sci-Fi,Never Let Me Go
unknown,Anna Silk,Tom Hollander,Alessandro Nivola,Drama History Thriller,The Company            
Brad Anderson,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,Crime Drama Mystery Thriller,Transsiberian
Michael Chapman,Curtis Armstrong,Pamela Reed,Mike Muscat,Adventure Drama Fantasy,The Clan of the Cave Bear
Antonio Banderas,Meat Loaf,Elizabeth Perkins,Noah Emmerich,Comedy Crime Drama,Crazy in Alabama
Michael Haneke,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,Crime Drama Horror Thriller,Funny Games
Khalil Sullins,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,Drama Sci-Fi Thriller,Listening
Atom Egoyan,Bob Hoskins,Elaine Cassidy,Gerard McSorley,Drama Thriller,Felicia's Journey
Fritz Lang,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,Drama Sci-Fi,Metropolis
Pierre Morel,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,Action Crime Thriller,District B13
Gary Fleder,Steve Buscemi,Bill Cobbs,Treat Williams,Crime Drama,Things to Do in Denver When You're Dead
Hsiao-Hsien Hou,Qi Shu,Chen Chang,Satoshi Tsumabuki,Action Drama,The Assassin
Gregor Jordan,Dean Stockwell,Scott Glenn,Leon,Comedy Crime Drama Thriller War,Buffalo Soldiers
Andrey Zvyagintsev,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,Drama Mystery Thriller,The Return
Tony Jaa,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,Action,Ong-bak 2
Neil Marshall,Michael Fassbender,JJ Feild,Dave Legeno,Action Adventure Drama History Thriller War,Centurion
Russell Mulcahy,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,Action Drama Thriller,Silent Trigger
Ryûhei Kitamura,Bradley Cooper,Brooke Shields,Leslie Bibb,Fantasy Horror Mystery,The Midnight Meat Train
Darrell Roodt,Jennifer Hudson,Wendy Crewson,Aubrey Poo,Biography Drama History,Winnie Mandela
Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,Crime Drama Thriller,The Son of No One
Stefan Ruzowitzky,Eddie Izzard,Udo Kier,Edward Fox,Action Comedy Drama War,All the Queen's Men
Jake Paltrow,Stephen Graham,Gael Le Cornec,Keith Allen,Comedy Drama Fantasy Music Romance,The Good Night
Juraj Jakubisko,Anna Friel,Hans Matheson,Franco Nero,Biography Drama Fantasy History,Bathory: Countess of Blood
Anthony Silverston,Liam Neeson,Steve Buscemi,Loretta Devine,Adventure Animation Family,Khumba
Gabe Ibáñez,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,Action Sci-Fi Thriller,Automata
Gerry Lively,Bruce Payne,Lucy Gaskell,Steven Elder,Action Adventure Fantasy,Dungeons & Dragons: Wrath of the Dragon God
Daniele Luchetti,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,Biography,Chiamatemi Francesco - Il Papa della gente
Tung-Shing Yee,Bingbing Fan,Daniel Wu,Yasuaki Kurata,Action Crime Drama Thriller,Shinjuku Incident
Julien Temple,Samantha Morton,Dexter Fletcher,Linus Roache,Biography Drama,Pandaemonium
Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,Comedy Fantasy Romance,Groundhog Day
Gregory Jacobs,Matt Bomer,Channing Tatum,Kevin Nash,Comedy Drama Music,Magic Mike XXL
Baz Luhrmann,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,Drama Romance,Romeo + Juliet
Gilles Paquet-Brenner,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,Drama War,Sarah's Key
Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,Drama Family Music,Freedom
Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,Drama Western,Unforgiven
Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,Drama,Manderlay
Danny Boyle,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,Drama Romance,Slumdog Millionaire
Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,Drama Romance Thriller,Fatal Attraction
Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,Comedy Romance,Pretty Woman
John Blanchard,Martin Short,Andrea Martin,Joe Flaherty,Comedy,Towering Inferno            
John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,Action Adventure Comedy,Crocodile Dundee II
Vidhu Vinod Chopra,María Valverde,Chris Marquette,Chad Bishop,Action Crime Drama Mystery Thriller,Broken Horses
Oliver Stone,Tom Cruise,Tom Berenger,Stephen Baldwin,Biography Drama War,Born on the Fourth of July
Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,Adventure Comedy Family Sport,Cool Runnings
Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,Horror Thriller,My Bloody Valentine
Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror Thriller,The Possession
Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama,First Blood
Sylvain White,Chris Brown,Laz Alonso,Harry Lennix,Drama Music Romance,Stomp the Yard
Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action Adventure Sci-Fi Thriller,The Spy Who Loved Me
unknown,Amy Bruni,Steve Gonsalves,Jason Hawes,Documentary,Ghost Hunters            
Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,Horror Mystery Thriller,Urban Legend
Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Drama Romance,Dangerous Liaisons
Tyler Perry,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,Comedy Drama Romance,Good Deeds
Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Adventure Drama,White Fang
Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon,Comedy Romance,Superstar
Phyllida Lloyd,Meryl Streep,Jim Broadbent,Olivia Colman,Biography Drama History,The Iron Lady
Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,Adventure Animation Comedy Drama Family Musical,Jonah: A VeggieTales Movie
John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,Drama Romance,Poetic Justice
Kevin Bray,Mike Epps,Roger Guenveur Smith,Gino Salvano,Action Comedy Crime Thriller,All About the Benjamins
Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,Comedy Fantasy Horror Romance,Vampire in Brooklyn
John Boorman,Linda Blair,Richard Burton,Ned Beatty,Horror,Exorcist II: The Heretic
