director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Cecil B. DeMille,Gloria Grahame,Dorothy Lamour,Cornel Wilde,Drama Family Romance,The Greatest Show on Earth,Gloria Grahame Dorothy Lamour Cornel Wilde Cecil B. DeMille Drama Family Romance
Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,Exodus: Gods and Kings,Christian Bale María Valverde Ben Mendelsohn Ridley Scott Action Adventure Drama
Marc Forster,Heath Ledger,Peter Boyle,Marcus Lyle Brown,Drama Romance,Monster's Ball,Heath Ledger Peter Boyle Marcus Lyle Brown Marc Forster Drama Romance
Henry Hobson,Joely Richardson,J.D. Evermore,David A Cole,Drama Horror,Maggie,Joely Richardson J.D. Evermore David A Cole Henry Hobson Drama Horror
Mike Figgis,Nicolas Cage,Valeria Golino,Julian Sands,Drama Romance,Leaving Las Vegas,Nicolas Cage Valeria Golino Julian Sands Mike Figgis Drama Romance
Duane Journey,Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,Comedy Horror,Hansel & Gretel Get Baked,Molly C. Quinn Lara Flynn Boyle Lochlyn Munro Duane Journey Comedy Horror
Dan O'Bannon,Linnea Quigley,Clu Gulager,Beverly Randolph,Comedy Horror Sci-Fi,The Return of the Living Dead,Linnea Quigley Clu Gulager Beverly Randolph Dan O'Bannon Comedy Horror Sci-Fi
Billy Wilder,Austin Pendleton,Harold Gould,David Wayne,Comedy Drama Romance,The Front Page,Austin Pendleton Harold Gould David Wayne Billy Wilder Comedy Drama Romance
Rob Cohen,Ryan Guzman,Hill Harper,Adam Hicks,Mystery Thriller,The Boy Next Door,Ryan Guzman Hill Harper Adam Hicks Rob Cohen Mystery Thriller
Carol Reed,Gina Lollobrigida,Katy Jurado,Sidney James,Drama Romance,Trapeze,Gina Lollobrigida Katy Jurado Sidney James Carol Reed Drama Romance
unknown,Holly Hunter,Dylan Minnette,Bokeem Woodbine,Drama Fantasy,Saving Grace            ,Holly Hunter Dylan Minnette Bokeem Woodbine unknown Drama Fantasy
Lisa Cholodenko,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,Comedy Drama,The Kids Are All Right,Josh Hutcherson Mia Wasikowska Yaya DaCosta Lisa Cholodenko Comedy Drama
John Carpenter,Meg Foster,Peter Jason,George 'Buck' Flower,Horror Sci-Fi Thriller,They Live,Meg Foster Peter Jason George 'Buck' Flower John Carpenter Horror Sci-Fi Thriller
John Sturges,James Coburn,Donald Pleasence,Gordon Jackson,Adventure Drama History Thriller War,The Great Escape,James Coburn Donald Pleasence Gordon Jackson John Sturges Adventure Drama History Thriller War
William Arntz,Marlee Matlin,Elaine Hendrix,Armin Shimerman,Comedy Documentary Drama Fantasy Mystery Sci-Fi,What the #$*! Do We (K)now!?,Marlee Matlin Elaine Hendrix Armin Shimerman William Arntz Comedy Documentary Drama Fantasy Mystery Sci-Fi
Ed Gass-Donnelly,Muse Watson,Spencer Treat Clark,Ashley Bell,Drama Horror Thriller,The Last Exorcism Part II,Muse Watson Spencer Treat Clark Ashley Bell Ed Gass-Donnelly Drama Horror Thriller
Richard Linklater,Ellar Coltrane,Lorelei Linklater,Libby Villari,Drama,Boyhood,Ellar Coltrane Lorelei Linklater Libby Villari Richard Linklater Drama
Woody Allen,Scarlett Johansson,Kevin McNally,Geoff Bell,Comedy Crime Mystery,Scoop,Scarlett Johansson Kevin McNally Geoff Bell Woody Allen Comedy Crime Mystery
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action Adventure Sci-Fi Thriller,Planet of the Apes,Cary-Hiroyuki Tagawa Estella Warren Erick Avari Tim Burton Action Adventure Sci-Fi Thriller
DJ Pooh,Angell Conwell,Dr. Dre,DJ Pooh,Comedy,The Wash,Angell Conwell Dr. Dre DJ Pooh DJ Pooh Comedy
DJ Pooh,Mo'Nique,Mike Epps,Faizon Love,Comedy,3 Strikes,Mo'Nique Mike Epps Faizon Love DJ Pooh Comedy
Wayne Kramer,Estella Warren,Paul Sorvino,Shawn Hatosy,Crime Drama Fantasy Romance,The Cooler,Estella Warren Paul Sorvino Shawn Hatosy Wayne Kramer Crime Drama Fantasy Romance
John Huston,Montgomery Clift,Kevin McCarthy,Thelma Ritter,Drama Romance Western,The Misfits,Montgomery Clift Kevin McCarthy Thelma Ritter John Huston Drama Romance Western
Patrick Stettner,Robin Williams,Joe Morton,Rory Culkin,Crime Mystery Thriller,The Night Listener,Robin Williams Joe Morton Rory Culkin Patrick Stettner Crime Mystery Thriller
James Melkonian,Vincent Pastore,William Hickey,Peter Appel,Comedy Crime,The Jerky Boys,Vincent Pastore William Hickey Peter Appel James Melkonian Comedy Crime
Wes Craven,Frank Grillo,Emily Meade,Zena Grey,Horror Mystery Thriller,My Soul to Take,Frank Grillo Emily Meade Zena Grey Wes Craven Horror Mystery Thriller
J.A. Bayona,Geraldine Chaplin,Belén Rueda,Fernando Cayo,Drama Mystery Thriller,The Orphanage,Geraldine Chaplin Belén Rueda Fernando Cayo J.A. Bayona Drama Mystery Thriller
Michael Tiddes,Ashley Rickards,Essence Atkins,Gabriel Iglesias,Comedy Fantasy,A Haunted House 2,Ashley Rickards Essence Atkins Gabriel Iglesias Michael Tiddes Comedy Fantasy
Roger Avary,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,Comedy Drama Romance,The Rules of Attraction,Ian Somerhalder Faye Dunaway Clifton Collins Jr. Roger Avary Comedy Drama Romance
Alfred Hitchcock,Roscoe Lee Browne,John Vernon,Philippe Noiret,Drama Thriller,Topaz,Roscoe Lee Browne John Vernon Philippe Noiret Alfred Hitchcock Drama Thriller
Bob Odenkirk,Dylan Baker,Chi McBride,Amy Hill,Comedy Crime,Let's Go to Prison,Dylan Baker Chi McBride Amy Hill Bob Odenkirk Comedy Crime
Allison Anders,Salma Hayek,Alicia Witt,Lili Taylor,Comedy Fantasy,Four Rooms,Salma Hayek Alicia Witt Lili Taylor Allison Anders Comedy Fantasy
Steven Shainberg,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,Comedy Drama Romance,Secretary,Jeremy Davies Stephen McHattie Lesley Ann Warren Steven Shainberg Comedy Drama Romance
Rick de Oliveira,Laura Ramsey,Alan Taylor,Benjamin Fletcher,Documentary,The Real Cancun,Laura Ramsey Alan Taylor Benjamin Fletcher Rick de Oliveira Documentary
Oliver Stone,Michael Wincott,Zach Grenier,Bill Johnson,Drama,Talk Radio,Michael Wincott Zach Grenier Bill Johnson Oliver Stone Drama
Christopher Guest,Catherine O'Hara,Fred Willard,Larry Miller,Comedy,Waiting for Guffman,Catherine O'Hara Fred Willard Larry Miller Christopher Guest Comedy
Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,Comedy,Love Stinks,Ivana Milicevic Tyra Banks Bridgette Wilson-Sampras Jeff Franklin Comedy
John Dahl,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,Comedy Crime Romance Thriller,You Kill Me,Philip Baker Hall Aaron Hughes Jayne Eastwood John Dahl Comedy Crime Romance Thriller
Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,Comedy Drama,Thumbsucker,Kelli Garner Lou Taylor Pucci Nancy O'Dell Mike Mills Comedy Drama
Kevin Smith,Anna Gunn,Michael Angarano,Stephen Root,Action Crime Horror Thriller,Red State,Anna Gunn Michael Angarano Stephen Root Kevin Smith Action Crime Horror Thriller
Dave McKean,Stephanie Leonidas,Gina McKee,Rob Brydon,Adventure Fantasy,Mirrormask,Stephanie Leonidas Gina McKee Rob Brydon Dave McKean Adventure Fantasy
Ron Fricke,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,Documentary Music,Samsara,Collin Alfredo St. Dic Balinese Tari Legong Dancers Puti Sri Candra Dewi Ron Fricke Documentary Music
Ruggero Deodato,Michael Berryman,Eva LaRue,Richard Lynch,Adventure Fantasy,The Barbarians,Michael Berryman Eva LaRue Richard Lynch Ruggero Deodato Adventure Fantasy
Gavin Wiesen,Michael Angarano,Blair Underwood,Rita Wilson,Drama Romance,The Art of Getting By,Michael Angarano Blair Underwood Rita Wilson Gavin Wiesen Drama Romance
Mora Stephens,Ray Winstone,Alexandra Breckenridge,Elena Satine,Drama Thriller,Zipper,Ray Winstone Alexandra Breckenridge Elena Satine Mora Stephens Drama Thriller
Mars Callahan,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,Drama Thriller,Poolhall Junkies,Chazz Palminteri Ricky Schroder Ernie Reyes Jr. Mars Callahan Drama Thriller
Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands,Drama,The Loss of Sexual Innocence,Kelly Macdonald Saffron Burrows Julian Sands Mike Figgis Drama
Leos Carax,Kylie Minogue,Leos Carax,Denis Lavant,Drama Fantasy,Holy Motors,Kylie Minogue Leos Carax Denis Lavant Leos Carax Drama Fantasy
David Gordon Green,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Drama,Joe,Nicolas Cage Tye Sheridan Ronnie Gene Blevins David Gordon Green Drama
Stefan Schwartz,Peter McNamara,Dan Futterman,Ralph Ineson,Comedy Crime Romance,Shooting Fish,Peter McNamara Dan Futterman Ralph Ineson Stefan Schwartz Comedy Crime Romance
Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,Crime Drama Horror Thriller,Prison,Viggo Mortensen Lane Smith Hal Landon Jr. Renny Harlin Crime Drama Horror Thriller
Robert Lee King,Lauren Ambrose,Kathleen Robertson,Beth Broderick,Comedy Horror Mystery,Psycho Beach Party,Lauren Ambrose Kathleen Robertson Beth Broderick Robert Lee King Comedy Horror Mystery
Kevin Allen,Craig Ferguson,Frances Fisher,Mary McCormack,Comedy,The Big Tease,Craig Ferguson Frances Fisher Mary McCormack Kevin Allen Comedy
Jorge Ramírez Suárez,Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,Drama,"Buen Día, Ramón",Hector Kotsifakis Adriana Barraza Arcelia Ramírez Jorge Ramírez Suárez Drama
David Schwimmer,Noah Emmerich,Jordan Trovillion,Zoe Levin,Crime Drama Thriller,Trust,Noah Emmerich Jordan Trovillion Zoe Levin David Schwimmer Crime Drama Thriller
Barry Levinson,Anna Friel,Brían F. O'Byrne,Pauline McLynn,Comedy,An Everlasting Piece,Anna Friel Brían F. O'Byrne Pauline McLynn Barry Levinson Comedy
Sam Miller,Rachel Griffiths,Alan Williams,Rob Jarvis,Comedy Romance,Among Giants,Rachel Griffiths Alan Williams Rob Jarvis Sam Miller Comedy Romance
Anne Fontaine,Robin Wright,Naomi Watts,Ben Mendelsohn,Drama Romance,Adore,Robin Wright Naomi Watts Ben Mendelsohn Anne Fontaine Drama Romance
Dan Ireland,Salma Hayek,Danny Arroyo,Olivia d'Abo,Comedy Drama Romance,The Velocity of Gary,Salma Hayek Danny Arroyo Olivia d'Abo Dan Ireland Comedy Drama Romance
Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,Comedy Drama,Mondays in the Sun,Luis Tosar Enrique Villén Aida Folch Fernando León de Aranoa Comedy Drama
Jim Mickle,Connor Paolo,Michael Cerveris,Nick Damici,Drama Horror Sci-Fi,Stake Land,Connor Paolo Michael Cerveris Nick Damici Jim Mickle Drama Horror Sci-Fi
unknown,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,Comedy Family Romance,Sonny with a Chance            ,Doug Brochu Tiffany Thornton Brandon Mychal Smith unknown Comedy Family Romance
Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol,Biography Drama,The Last Time I Committed Suicide,Keanu Reeves Marg Helgenberger Gretchen Mol Stephen Kay Biography Drama
Karim Aïnouz,Wagner Moura,Clemens Schick,Jesuíta Barbosa,Drama,Futuro Beach,Wagner Moura Clemens Schick Jesuíta Barbosa Karim Aïnouz Drama
Sam Levinson,George Kennedy,Ezra Miller,Demi Moore,Comedy Drama,Another Happy Day,George Kennedy Ezra Miller Demi Moore Sam Levinson Comedy Drama
Julian Gilbey,Ed Speleers,Eamonn Walker,Sean Harris,Action Adventure Crime Thriller,A Lonely Place to Die,Ed Speleers Eamonn Walker Sean Harris Julian Gilbey Action Adventure Crime Thriller
Vincenzo Natali,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,Comedy Fantasy,Nothing,David Hewlett Angelo Tsarouchas Marie-Josée Croze Vincenzo Natali Comedy Fantasy
Aleksandr Veledinskiy,Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,Adventure Drama,The Geographer Drank His Globe Away,Konstantin Khabenskiy Elena Lyadova Eugenia Khirivskaya Aleksandr Veledinskiy Adventure Drama
Peter H. Hunt,Blythe Danner,Ken Howard,Howard Caine,Drama Family History Musical,1776,Blythe Danner Ken Howard Howard Caine Peter H. Hunt Drama Family History Musical
Ruba Nadda,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,Drama Mystery Romance Thriller,Inescapable,Saad Siddiqui Bonnie Lee Bouman Fadia Nadda Ruba Nadda Drama Mystery Romance Thriller
Howard Hughes,Jean Harlow,Marian Marsh,James Hall,Drama War,Hell's Angels,Jean Harlow Marian Marsh James Hall Howard Hughes Drama War
Edward Burns,Debra Messing,Rosemarie DeWitt,Peter Jacobson,Comedy Drama Romance,Purple Violets,Debra Messing Rosemarie DeWitt Peter Jacobson Edward Burns Comedy Drama Romance
Phil Joanou,Lily Rabe,Shannon Woodward,Kira McLean,Horror,The Veil,Lily Rabe Shannon Woodward Kira McLean Phil Joanou Horror
Sean Byrne,Robin McLeavy,Jessica McNamee,Victoria Thaine,Horror Thriller,The Loved Ones,Robin McLeavy Jessica McNamee Victoria Thaine Sean Byrne Horror Thriller
Chris Stokes,Kristen Quintrall,Rachel Sterling,Black Thomas,Horror,No Vacancy,Kristen Quintrall Rachel Sterling Black Thomas Chris Stokes Horror
Mark Griffiths,Eric Mabius,Gina Holden,Brooke D'Orsay,Comedy Romance,How to Fall in Love,Eric Mabius Gina Holden Brooke D'Orsay Mark Griffiths Comedy Romance
Bruce Macdonald,Rachel Hendrix,Cheryl Ladd,Diana Vickers,Adventure Biography Drama Romance,The Perfect Wave,Rachel Hendrix Cheryl Ladd Diana Vickers Bruce Macdonald Adventure Biography Drama Romance
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History,Ben-Hur,Morgan Freeman Ayelet Zurer Moises Arias Timur Bekmambetov Adventure Drama History
Fred Zinnemann,Robert Shaw,Susannah York,Paul Scofield,Biography Drama History,A Man for All Seasons,Robert Shaw Susannah York Paul Scofield Fred Zinnemann Biography Drama History
Sidney Lumet,Robert Duvall,Faye Dunaway,William Holden,Drama Romance,Network,Robert Duvall Faye Dunaway William Holden Sidney Lumet Drama Romance
Victor Fleming,Hattie McDaniel,George Reeves,Thomas Mitchell,Drama History Romance War,Gone with the Wind,Hattie McDaniel George Reeves Thomas Mitchell Victor Fleming Drama History Romance War
Richard Raymond,Tom Cullen,Reece Ritchie,Marama Corlett,Biography Drama,Desert Dancer,Tom Cullen Reece Ritchie Marama Corlett Richard Raymond Biography Drama
Sam Peckinpah,James Coburn,Slim Pickens,Warren Oates,Adventure War Western,Major Dundee,James Coburn Slim Pickens Warren Oates Sam Peckinpah Adventure War Western
Alan Jacobs,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,Drama,Down for Life,Snoop Dogg Laz Alonso Nicholas Gonzalez Alan Jacobs Drama
George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,Biography Comedy Musical Romance Western,Annie Get Your Gun,Keenan Wynn Howard Keel Betty Hutton George Sidney Biography Comedy Musical Romance Western
Christopher Morris,Kayvan Novak,Riz Ahmed,Alex Macqueen,Comedy Crime Drama,Four Lions,Kayvan Novak Riz Ahmed Alex Macqueen Christopher Morris Comedy Crime Drama
Andrucha Waddington,Fernanda Montenegro,Seu Jorge,Fernanda Torres,Drama,House of Sand,Fernanda Montenegro Seu Jorge Fernanda Torres Andrucha Waddington Drama
Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,Comedy Crime Drama,Defendor,Michael Kelly Tony Nappo Charlotte Sullivan Peter Stebbings Comedy Crime Drama
Vincente Minnelli,Gladys Cooper,Reginald Owen,Ellen Ross,Adventure Comedy Musical Romance,The Pirate,Gladys Cooper Reginald Owen Ellen Ross Vincente Minnelli Adventure Comedy Musical Romance
Dagur Kári,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,Drama,The Good Heart,Alice Olivia Clarke Susan Blommaert Stephen Henderson Dagur Kári Drama
Nicholas Hytner,Dominic Cooper,Russell Tovey,James Corden,Comedy Drama,The History Boys,Dominic Cooper Russell Tovey James Corden Nicholas Hytner Comedy Drama
Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action Mystery Thriller,Unknown,Liam Neeson Frank Langella Aidan Quinn Jaume Collet-Serra Action Mystery Thriller
unknown,David Ogden Stiers,Jamie Farr,Mike Farrell,Comedy Drama War,M*A*S*H            ,David Ogden Stiers Jamie Farr Mike Farrell unknown Comedy Drama War
John Schlesinger,Brenda Vaccaro,Barnard Hughes,John McGiver,Drama,Midnight Cowboy,Brenda Vaccaro Barnard Hughes John McGiver John Schlesinger Drama
Jim Abrahams,Peter Graves,Lloyd Bridges,Barbara Billingsley,Comedy,Airplane!,Peter Graves Lloyd Bridges Barbara Billingsley Jim Abrahams Comedy
Kevin Carraway,Michael Jai White,Max Ryan,Jon Osbeck,Action Thriller,Chain of Command,Michael Jai White Max Ryan Jon Osbeck Kevin Carraway Action Thriller
F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,Comedy Drama,Friday,Nia Long John Witherspoon Tony Cox F. Gary Gray Comedy Drama
Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,Crime Drama Thriller,Menace II Society,Jada Pinkett Smith Larenz Tate Khandi Alexander Albert Hughes Crime Drama Thriller
unknown,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,Drama Music,Empire            ,Ta'Rhonda Jones Gabourey Sidibe Malik Yoba unknown Drama Music
Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,Comedy Fantasy Horror Thriller,Creepshow 2,George Kennedy Holt McCallany Dorothy Lamour Michael Gornick Comedy Fantasy Horror Thriller
Sam Peckinpah,Slim Pickens,Jason Robards,L.Q. Jones,Comedy Drama Romance Western,The Ballad of Cable Hogue,Slim Pickens Jason Robards L.Q. Jones Sam Peckinpah Comedy Drama Romance Western
Richard Brooks,John Forsythe,Robert Blake,Will Geer,Biography Crime Drama History,In Cold Blood,John Forsythe Robert Blake Will Geer Richard Brooks Biography Crime Drama History
Fred Zinnemann,Colleen Dewhurst,Peter Finch,Beatrice Straight,Drama,The Nun's Story,Colleen Dewhurst Peter Finch Beatrice Straight Fred Zinnemann Drama
Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,Action Crime Drama Mystery Thriller,Harper,Janet Leigh Robert Wagner Shelley Winters Jack Smight Action Crime Drama Mystery Thriller
Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Clive Swift,Thriller,Frenzy,Bernard Cribbins Jean Marsh Clive Swift Alfred Hitchcock Thriller
Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,Horror Mystery,The Witch,Julian Richings Kate Dickie Ralph Ineson Robert Eggers Horror Mystery
Michael Martin,Joe Estevez,Master P,Anthony Johnson,Comedy,I Got the Hook Up,Joe Estevez Master P Anthony Johnson Michael Martin Comedy
Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,Comedy Drama Romance,She's the One,John Mahoney Frank Vincent Michael McGlone Edward Burns Comedy Drama Romance
Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Biography Drama,Gods and Monsters,Brendan Fraser Lynn Redgrave Kevin J. O'Connor Bill Condon Biography Drama
Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,Drama Mystery Thriller,The Secret in Their Eyes,Ricardo Darín Soledad Villamil Guillermo Francella Juan José Campanella Drama Mystery Thriller
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,Horror,Day of the Dead,Greg Nicotero John Amplas Joseph Pilato George A. Romero Horror
Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,Horror Thriller,Train,Gideon Emery Gloria Votsis Derek Magyar Gideon Raff Horror Thriller
Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy Fantasy Horror Thriller,Evil Dead II,Ted Raimi Dan Hicks Kassie Wesley DePaiva Sam Raimi Comedy Fantasy Horror Thriller
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action Adventure Comedy Musical,Pootie Tang,Wanda Sykes J.B. Smoove Robert Vaughn Louis C.K. Action Adventure Comedy Musical
Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo,Horror,Sharknado,Ian Ziering John Heard Cassandra Scerbo Anthony C. Ferrante Horror
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Drama History,La otra conquista,Elpidia Carrillo Zaide Silvia Gutiérrez Damián Delgado Salvador Carrasco Drama History
André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Comedy Drama Fantasy Horror,Trollhunter,Otto Jespersen Johanna Mørck Glenn Erland Tosterud André Øvredal Comedy Drama Fantasy Horror
Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,Comedy Romance,Ira & Abby,Frances Conroy Fred Willard Kevin Sussman Robert Cary Comedy Romance
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action Comedy Sci-Fi,The Watch,Will Forte Nicholas Braun Rosemarie DeWitt Akiva Schaffer Action Comedy Sci-Fi
